4312,4.572612682
8318,4.514593715
10874,4.418217981
55143,4.144075182
55388,3.876258009
991,3.677857006
6280,3.501962572
2305,3.291811805
9493,3.286223276
1062,3.219760698
3868,3.213434697
4605,3.208372764
9833,3.197736904
9133,3.125238899
6279,3.086835528
10403,3.068324743
8685,2.9804924
597,2.967222915
7153,2.951093394
23397,2.949066315
6278,2.933196555
79733,2.904896077
259266,2.877001941
1381,2.825525136
3627,2.824281299
27074,2.792267636
6241,2.78798248
55165,2.784238325
9787,2.766130601
7368,2.697473465
11065,2.67972647
55355,2.676289549
9582,2.674310019
220134,2.668881697
55872,2.632847663
51203,2.629583828
3669,2.626826839
83461,2.595700279
22974,2.593126922
10460,2.576455119
10563,2.553868115
4751,2.546670758
6373,2.543153157
8140,2.527453703
79019,2.524367341
820,2.514587432
10635,2.493021395
1844,2.492567086
4283,2.491001377
27299,2.469520023
55839,2.468930984
27338,2.460139325
890,2.446933531
9415,2.437703284
983,2.422164627
54821,2.418748237
10232,2.418720271
4085,2.415187769
6362,2.407783081
9837,2.376330105
5080,2.376001614
7850,2.373365715
81930,2.372820763
5918,2.369818566
81620,2.362562417
332,2.355060491
55765,2.35443896
79605,2.347114144
3832,2.340085508
6286,2.334013022
5163,2.331593476
2146,2.328135722
3002,2.317574321
50852,2.309589902
7272,2.288171702
2568,2.28536454
64151,2.284090058
51806,2.282573782
366,2.281642917
2842,2.279436783
9212,2.275895108
140578,2.267609577
51659,2.256328225
8715,2.252091882
4902,2.250759418
8208,2.238574749
1111,2.236571901
9319,2.232128186
9055,2.223117434
3833,2.196999856
146909,2.170421399
23475,2.160629116
4321,2.159741292
11182,2.14940275
10112,2.115858702
3902,2.092527068
3620,2.089324056
3887,2.079576494
51514,2.0702148
6790,2.06836297
4521,2.053469075
891,2.046810661
57110,2.046748263
8544,2.035352171
1448,2.034469252
24137,2.02292361
6355,2.019402769
10578,2.011007544
4174,2.010820776
9232,2.00517449
10855,1.987679217
9355,1.981456815
29968,1.976641774
3695,1.967142741
6999,1.966637774
4001,1.965104958
4171,1.956162375
2921,1.937458379
6664,1.936336305
7941,1.935297077
1033,1.922349595
6364,1.920230375
23532,1.915617044
81569,1.909463832
9928,1.909261353
1164,1.905566295
3161,1.902191831
3595,1.897999665
11004,1.897384544
993,1.890007955
4603,1.88881
8061,1.886219118
57348,1.87570713
79801,1.867435247
419,1.859418816
990,1.857268451
5347,1.854346409
29851,1.844148118
29127,1.837770342
4102,1.831878325
